,Time,Force,GoalForce,Pos,k
0,1732719089.8258526,0.20319584012031555,0.20000000298023224,34.5644416809082,0.04
1,1732719089.8378527,0.1978345513343811,0.20000000298023224,34.57939529418945,0.04
2,1732719089.8498652,0.19904140383005142,0.20000000298023224,34.58341979980469,0.04
3,1732719089.8618982,0.19900298118591309,0.20000000298023224,34.585147857666016,0.04
4,1732719089.8748639,0.19898977875709534,0.19904141128063202,34.587162017822266,0.04
5,1732719089.8868873,0.1985149383544922,0.19904141128063202,34.5890007019043,0.04
6,1732719089.8998528,0.19837359338998795,0.22376364469528198,34.59101486206055,0.04
7,1732719089.9119172,0.19932375848293304,0.22376364469528198,34.596195220947266,0.04
8,1732719089.9249053,0.2002461701631546,0.24847620725631714,34.599185943603516,0.04
9,1732719089.9378529,0.20188431441783905,0.24847620725631714,34.60234832763672,0.04
10,1732719089.9498847,0.20485225319862366,0.2732517123222351,34.60896301269531,0.04
11,1732719089.9628873,0.20656517893075943,0.2732517123222351,34.612701416015625,0.04
12,1732719089.9758644,0.20780456811189651,0.29795485734939575,34.61701583862305,0.04
13,1732719089.9879127,0.2087576687335968,0.29795485734939575,34.621734619140625,0.04
14,1732719090.0009048,0.21202150732278824,0.3236473500728607,34.631168365478516,0.04
15,1732719090.0138633,0.2142062559723854,0.3236473500728607,34.63623046875,0.04
16,1732719090.0258644,0.21692118793725967,0.34841084480285645,34.64192581176758,0.04
17,1732719090.0379126,0.22008030116558075,0.34841084480285645,34.64796447753906,0.04
18,1732719090.050865,0.22696246206760406,0.3730944097042084,34.65998840332031,0.04
19,1732719090.0638952,0.23072446137666702,0.3730944097042084,34.66643142700195,0.04
20,1732719090.0768876,0.23404445499181747,0.39781853556632996,34.67298889160156,0.04
21,1732719090.089866,0.23699770867824554,0.39781853556632996,34.679603576660156,0.04
22,1732719090.10192,0.24451790750026703,0.4235534369945526,34.693580627441406,0.04
23,1732719090.1148632,0.24864178895950317,0.4235534369945526,34.70008087158203,0.04
24,1732719090.1278658,0.25257132947444916,0.44830891489982605,34.70698165893555,0.04
25,1732719090.1398845,0.25962184369564056,0.44830891489982605,34.72136688232422,0.04
26,1732719090.1528635,0.26344458758831024,0.47396790981292725,34.72878646850586,0.04
27,1732719090.1649058,0.26754307746887207,0.47396790981292725,34.73638153076172,0.04
28,1732719090.1769125,0.2713289111852646,0.498689204454422,34.74391555786133,0.04
29,1732719090.189886,0.2752918303012848,0.498689204454422,34.752601623535156,0.04
30,1732719090.2028813,0.2840753346681595,0.5224723219871521,34.76934051513672,0.04
31,1732719090.2158623,0.2895434647798538,0.5224723219871521,34.77894592285156,0.04
32,1732719090.2278988,0.29560686647892,0.5481539368629456,34.788726806640625,0.037720202714204794
33,1732719090.2408643,0.3071073591709137,0.5481539368629456,34.808746337890625,0.03576697850376368
34,1732719090.2538526,0.3132110983133316,0.572894811630249,34.81892776489258,0.03407046186164022
35,1732719090.2659152,0.320138156414032,0.572894811630249,34.83002853393555,0.032610763681545855
36,1732719090.2788637,0.32771529257297516,0.5985615849494934,34.84101867675781,0.031264963922752444
37,1732719090.2908645,0.3448560982942581,0.5985615849494934,34.866615295410156,0.029981390806603586
38,1732719090.3038528,0.3539518266916275,0.6232960820198059,34.881168365478516,0.028712388245077273
39,1732719090.315906,0.3636168986558914,0.6232960820198059,34.89606857299805,0.027564027452002173
40,1732719090.3279428,0.3734999895095825,0.6480088829994202,34.90993118286133,0.026424918139156886
41,1732719090.3408628,0.3933650553226471,0.6480088829994202,34.942832946777344,0.02537785323486673
42,1732719090.3539057,0.40460628271102905,0.6718325018882751,34.95928955078125,0.024282435588025574
43,1732719090.3668525,0.41673654317855835,0.6718325018882751,34.97539520263672,0.02317303038342314
44,1732719090.3788643,0.4290931522846222,0.6975082159042358,34.99178695678711,0.022032374162556382
45,1732719090.390868,0.45384182035923004,0.6975082159042358,35.029579162597656,0.020908731369598196
46,1732719090.4039042,0.4674924463033676,0.7221909165382385,35.049827575683594,0.019748510161867874
47,1732719090.4168637,0.48320910334587097,0.7221909165382385,35.07122802734375,0.018613818278757754
48,1732719090.429853,0.4993974566459656,0.7469539046287537,35.091190338134766,0.01749538133965256
49,1732719090.44187,0.5334658026695251,0.7469539046287537,35.13640213012695,0.01645291098774662
50,1732719090.4539042,0.5510640442371368,0.7726157307624817,35.16194534301758,0.015459126502911957
51,1732719090.466864,0.5698063969612122,0.7726157307624817,35.18800354003906,0.014538450185037296
52,1732719090.479853,0.5908675193786621,0.7964009642601013,35.21400451660156,0.013668680207648852
