,Time,Force,GoalForce,Pos,k
0,1732177128.4002752,0.20392833650112152,0.20000000298023224,34.05586624145508,0.04
1,1732177128.4122767,0.22857514768838882,0.20000000298023224,34.096134185791016,0.04
2,1732177128.4252772,0.23084833472967148,0.20000000298023224,34.099239349365234,0.04
3,1732177128.4382885,0.2365451529622078,0.23374421894550323,34.106143951416016,0.04
4,1732177128.4503253,0.23865320533514023,0.23374421894550323,34.10976791381836,0.04
5,1732177128.463291,0.2405410259962082,0.23374421894550323,34.113101959228516,0.04
6,1732177128.4762902,0.24241682887077332,0.2584669589996338,34.11667251586914,0.04
7,1732177128.4892879,0.24531753361225128,0.2584669589996338,34.12541580200195,0.04
8,1732177128.50132,0.24818526953458786,0.28409478068351746,34.13053512573242,0.04
9,1732177128.5142877,0.2525792270898819,0.28409478068351746,34.13554000854492,0.04
10,1732177128.5262887,0.2575343921780586,0.3087993860244751,34.1410026550293,0.04
11,1732177128.538322,0.26229411363601685,0.3087993860244751,34.14796447753906,0.04
12,1732177128.5513186,0.2716638594865799,0.3334440290927887,34.1610221862793,0.04
13,1732177128.563361,0.2762593999505043,0.3334440290927887,34.16752243041992,0.04
14,1732177128.5762885,0.28160689771175385,0.35814887285232544,34.17402267456055,0.04
15,1732177128.5893207,0.28749780356884,0.35814887285232544,34.180580139160156,0.04
16,1732177128.6022897,0.29870568215847015,0.38279446959495544,34.194557189941406,0.04
17,1732177128.6153193,0.3041961044073105,0.38279446959495544,34.201229095458984,0.04
18,1732177128.6283023,0.30901095271110535,0.40845802426338196,34.207271575927734,0.04
19,1732177128.6422894,0.3169078826904297,0.40845802426338196,34.21998596191406,0.04
20,1732177128.6543272,0.3199455440044403,0.4341328740119934,34.22579574584961,0.04
21,1732177128.6673317,0.3228849470615387,0.4341328740119934,34.23160171508789,0.04
22,1732177128.6803217,0.3304259032011032,0.4598197638988495,34.2462158203125,0.04
23,1732177128.6933045,0.33476686477661133,0.4598197638988495,34.25444030761719,0.04
24,1732177128.7053194,0.3392821401357651,0.4854767322540283,34.26301193237305,0.04
25,1732177128.7173274,0.34451013803482056,0.4854767322540283,34.27117919921875,0.04
26,1732177128.7293293,0.35679806768894196,0.5052191019058228,34.28964614868164,0.04
27,1732177128.742322,0.36373740434646606,0.5052191019058228,34.300113677978516,0.04
28,1732177128.7553306,0.37180353701114655,0.5318275094032288,34.31144714355469,0.04
29,1732177128.768288,0.3806639611721039,0.5318275094032288,34.32053756713867,0.04
30,1732177128.7802885,0.3968636989593506,0.5595115423202515,34.33934783935547,0.03715212760865689
31,1732177128.7923214,0.4044457823038101,0.5595115423202515,34.34935760498047,0.03462994577139617
32,1732177128.8043242,0.4116969406604767,0.5841453671455383,34.35896301269531,0.03237178523451091
33,1732177128.8163242,0.41943293809890747,0.5841453671455383,34.36896896362305,0.030309109996497642
34,1732177128.8283718,0.4285377562046051,0.6078689098358154,34.37852096557617,0.028659812310999642
35,1732177128.8422887,0.44685155153274536,0.6078689098358154,34.40107345581055,0.027180222917049537
36,1732177128.855327,0.45613138377666473,0.6316042542457581,34.4132080078125,0.02581648316095717
37,1732177128.868277,0.4654650241136551,0.6316042542457581,34.42741394042969,0.02460817028457326
38,1732177128.88033,0.4868980646133423,0.657183825969696,34.45663833618164,0.023345653044054532
39,1732177128.8932755,0.5005096793174744,0.657183825969696,34.47401428222656,0.022195134380641243
40,1732177128.9052887,0.5157425105571747,0.682887852191925,34.4890251159668,0.02106187498794436
41,1732177128.9173214,0.5316978096961975,0.682887852191925,34.505821228027344,0.019997983108995313
42,1732177128.9302883,0.5664864778518677,0.7075223326683044,34.54166030883789,0.018820386355553227
43,1732177128.9422889,0.5839524567127228,0.7075223326683044,34.559608459472656,0.017532460416124006
44,1732177128.9543052,0.6016035676002502,0.7321973443031311,34.579280853271484,0.01623843994343198
45,1732177128.9663236,0.6204846203327179,0.7321973443031311,34.598724365234375,0.015058800123070924
46,1732177128.979289,0.6407408714294434,0.7559023499488831,34.61880111694336,0.014188238615410253
47,1732177128.9922886,0.68502277135849,0.7559023499488831,34.66355514526367,0.013361685806170157
48,1732177129.0052862,0.7091901898384094,0.7805617451667786,34.68593215942383,0.012682480272193299
49,1732177129.0172877,0.7345080673694611,0.7805617451667786,34.708595275878906,0.012020468339582872
50,1732177129.0302768,0.7864292562007904,0.8062213063240051,34.752201080322266,0.01142696751304918
51,1732177129.04232,0.8127291798591614,0.8062213063240051,34.77307891845703,0.010834208127320886
52,1732177129.0553164,0.8388333320617676,0.8308873772621155,34.795570373535156,0.010277749045381916
53,1732177129.0682888,0.8655144572257996,0.8308873772621155,34.818809509277344,0.00973636350216565
54,1732177129.080291,0.9223107993602753,0.8556019067764282,34.86155319213867,0.009182693842191378
55,1732177129.092324,0.9500135183334351,0.8556019067764282,34.8800163269043,0.00862671746109922
56,1732177129.104335,0.9757029414176941,0.8802521228790283,34.89739227294922,0.008139619634144002
57,1732177129.117323,0.9987645447254181,0.8802521228790283,34.91436004638672,0.007708176322624827
58,1732177129.1303241,1.0391605198383331,0.903984010219574,34.949737548828125,0.0073876640050969215
59,1732177129.1433208,1.0593833923339844,0.903984010219574,34.9652099609375,0.007070736253204497
60,1732177129.1562817,1.0792757868766785,0.9296355247497559,34.97947692871094,0.006873608117350237
61,1732177129.169277,1.097632348537445,0.9296355247497559,34.996334075927734,0.006649644314913419
62,1732177129.1812887,1.129139006137848,0.9552560448646545,35.017330169677734,0.006803171517403544
63,1732177129.1942768,1.140236735343933,0.9552560448646545,35.027278900146484,0.006941481879608292
64,1732177129.2063317,1.1480957865715027,0.979938268661499,35.03596496582031,0.007551794474205189
65,1732177129.221282,1.1550237536430359,0.979938268661499,35.047183990478516,0.00807881151874138
66,1732177129.2333362,1.1715542078018188,1.004656195640564,35.06668472290039,0.00889419152801579
67,1732177129.2462895,1.1812968850135803,1.004656195640564,35.076175689697266,0.009619320454883685
68,1732177129.2592835,1.1914432048797607,1.0303244590759277,35.08480453491211,0.010504007546026805
