,time,now_force,goal_force,now_pos,k
0,1751029728.7440965,1.0406575798988342,1.0,39.24199676513672,0.03876708359668971
1,1751029728.751772,1.0390145778656006,1.0406590700149536,39.24192428588867,0.03876708359668971
2,1751029728.7577918,1.038466989994049,1.0406590700149536,39.24192428588867,0.03910485277608324
3,1751029728.7678678,1.0377802848815918,1.0406590700149536,39.2420768737793,0.03952786359222492
4,1751029728.7851608,1.0367878675460815,1.0406590700149536,39.2420768737793,0.04027173250643992
5,1751029728.7880359,1.0361585021018982,1.067975640296936,39.24238204956055,0.041353201833920925
6,1751029728.7981946,1.0362701416015625,1.0781266689300537,39.24253463745117,0.04299485918959133
7,1751029728.8126783,1.0371325016021729,1.0781266689300537,39.24269104003906,0.0446737668253197
8,1751029728.8195913,1.0381965637207031,1.0781266689300537,39.24284362792969,0.04629464697872523
9,1751029728.827849,1.0383333563804626,1.1039526462554932,39.24307632446289,0.0482081510308527
10,1751029728.837733,1.0369212627410889,1.1137818098068237,39.24330139160156,0.04966174999026743
11,1751029728.8478928,1.0346888899803162,1.1258254051208496,39.24345779418945,0.05062514042092819
12,1751029728.8579006,1.0326773524284363,1.136484146118164,39.2437629699707,0.051354862706960366
13,1751029728.872735,1.031465083360672,1.136484146118164,39.244224548339844,0.05199635397532683
14,1751029728.8776536,1.0307579338550568,1.1471996307373047,39.24514389038086,0.05265304181998164
15,1751029728.8875935,1.0306231081485748,1.1575348377227783,39.246063232421875,0.052844280606733476
16,1751029728.901756,1.0313689410686493,1.1575348377227783,39.24667739868164,0.05316593164762263
17,1751029728.907579,1.0327568352222443,1.176458716392517,39.247676849365234,0.05326620860004787
18,1751029728.917533,1.0342947840690613,1.1881030797958374,39.24882507324219,0.05348157992754308
19,1751029728.9293575,1.0352287292480469,1.1976726055145264,39.25005340576172,0.05375781158322627
20,1751029728.9376786,1.0358415246009827,1.2076730728149414,39.251434326171875,0.05390876382334114
21,1751029728.9516823,1.0370818376541138,1.2173542976379395,39.25265884399414,0.05400799974569452
22,1751029728.9577487,1.0395740866661072,1.2271350622177124,39.2540397644043,0.05406069098206257
23,1751029728.967983,1.0433403849601746,1.2369970083236694,39.255958557128906,0.05414778594635632
24,1751029728.9803708,1.048135221004486,1.2369970083236694,39.257877349853516,0.05414377395328319
25,1751029728.989526,1.0527071952819824,1.246842622756958,39.25925827026367,0.05403640339389237
26,1751029728.9979236,1.056759238243103,1.2567893266677856,39.261558532714844,0.05379328551544063
27,1751029729.00723,1.0618569254875183,1.2689225673675537,39.26370620727539,0.05344020208108407
28,1751029729.0192149,1.0683180689811707,1.2789545059204102,39.26677322387695,0.05293016624797567
29,1751029729.0296953,1.0776128768920898,1.2887462377548218,39.27037811279297,0.0520744054825531
30,1751029729.04161,1.0905130505561829,1.2887462377548218,39.274749755859375,0.05092580282492279
31,1751029729.047297,1.1072115302085876,1.3043476343154907,39.27873611450195,0.04944345203461801
32,1751029729.0600362,1.1263898015022278,1.313845157623291,39.28303146362305,0.04791402382334371
33,1751029729.0677085,1.1470234990119934,1.3259544372558594,39.28817367553711,0.04643377866757184
34,1751029729.0780435,1.1694033741950989,1.3259544372558594,39.2940788269043,0.04483910685550216
35,1751029729.0917535,1.1936811804771423,1.3401217460632324,39.30105972290039,0.04311093347463944
36,1751029729.0974631,1.2203699946403503,1.3525601625442505,39.30680847167969,0.04129465213889425
37,1751029729.1213799,1.2786936163902283,1.3525601625442505,39.31877517700195,0.03939144424922358
38,1751029729.1293378,1.308987021446228,1.3525601625442505,39.32391357421875,0.03724368166023872
39,1751029729.1380565,1.3304014801979065,1.3525601625442505,39.328670501708984,0.03502764479304297
40,1751029729.1503544,1.3564529418945312,1.3968287706375122,39.33258056640625,0.032857735538348046
41,1751029729.1584356,1.3783743977546692,1.4066123962402344,39.33771896362305,0.031233644113419494
42,1751029729.1684186,1.397583544254303,1.4066123962402344,39.34231948852539,0.030051197670827545
43,1751029729.178453,1.4160173535346985,1.4066123962402344,39.34708023071289,0.02919604128265104
44,1751029729.1875887,1.4339860677719116,1.425553321838379,39.35114288330078,0.02855304848251094
45,1751029729.1979861,1.4507269859313965,1.425553321838379,39.3555908203125,0.027817189435041093
46,1751029729.207932,1.466016411781311,1.450709342956543,39.3591194152832,0.026967233186849484
47,1751029729.219151,1.4802386164665222,1.4601409435272217,39.36280059814453,0.026455568461914537
48,1751029729.227774,1.493489146232605,1.4601409435272217,39.366634368896484,0.026056105365723083
49,1751029729.3492763,1.55865079164505,1.5490187406539917,39.39854049682617,0.025809503618213273
50,1751029729.3573215,1.5747174620628357,1.5490187406539917,39.40337371826172,0.025709632357954443
51,1751029729.3716757,1.596198558807373,1.5490187406539917,39.407283782958984,0.025184872735440247
52,1751029729.3774846,1.6184604167938232,1.6006457805633545,39.41012191772461,0.024355533411114974
53,1751029729.3898726,1.637451410293579,1.610190987586975,39.414493560791016,0.023850216886409727
54,1751029729.400715,1.6521522402763367,1.610190987586975,39.41886901855469,0.024297226447768754
55,1751029729.4083624,1.6641966700553894,1.610190987586975,39.42216491699219,0.025239696185804378
56,1751029729.4566891,1.694220244884491,1.6384544372558594,39.42967987060547,0.02626492090316144
57,1751029729.4602563,1.705385982990265,1.6384544372558594,39.43290328979492,0.026572693949564043
58,1751029729.4698176,1.7084558010101318,1.6384544372558594,39.43413162231445,0.02628816625382639
59,1751029729.4783103,1.7098499536514282,1.6384544372558594,39.435203552246094,0.025946642108912503
60,1751029729.490002,1.710223913192749,1.6384544372558594,39.436279296875,0.025521777702708755
61,1751029729.5002596,1.7090474367141724,1.6384544372558594,39.43704605102539,0.02512261506915663
62,1751029729.5075648,1.7060421705245972,1.7181236743927002,39.43811798095703,0.024723695847397215
63,1751029729.5214443,1.7026070356369019,1.7280964851379395,39.44233703613281,0.025229841887657495
64,1751029729.527474,1.701099693775177,1.7280964851379395,39.44900894165039,0.026051584261391748
65,1751029729.5398474,1.706214964389801,1.7280964851379395,39.455684661865234,0.027016982475877572
66,1751029729.5481656,1.7213191986083984,1.7511646747589111,39.46120834350586,0.028145240282977314
67,1751029729.5588393,1.7457814812660217,1.7612309455871582,39.467185974121094,0.028623562934367082
68,1751029729.5674956,1.7754985094070435,1.7612309455871582,39.47209548950195,0.028533728613586624
69,1751029729.5781217,1.804939329624176,1.7612309455871582,39.475852966308594,0.027869991982696712
70,1751029729.5878859,1.8289269804954529,1.7859147787094116,39.478538513183594,0.026616501085208293
71,1751029729.5982406,1.8444511890411377,1.7859147787094116,39.480533599853516,0.025526506250124963
72,1751029729.6104767,1.8525816798210144,1.7859147787094116,39.481990814208984,0.024829324375112465
73,1751029729.6175163,1.8555558919906616,1.8132132291793823,39.483829498291016,0.02443684603916372
74,1751029729.6288023,1.8548130989074707,1.8132132291793823,39.48582458496094,0.02483434795868485
75,1751029729.6409879,1.8527966141700745,1.8132132291793823,39.48773956298828,0.025326377030003865
76,1751029729.6474345,1.8516317009925842,1.8132132291793823,39.49011993408203,0.02607132721762848
77,1751029729.6576383,1.8522619009017944,1.8491727113723755,39.492034912109375,0.02700423355836563
78,1751029729.6695094,1.8550817966461182,1.8491727113723755,39.495567321777344,0.02821311196034157
79,1751029729.6772604,1.8606581687927246,1.8491727113723755,39.49871063232422,0.029224808576807412
80,1751029729.6879265,1.8690379858016968,1.8754639625549316,39.50223922729492,0.030226888266001672
81,1751029729.697341,1.879840910434723,1.8754639625549316,39.50592041015625,0.030838842994089007
82,1751029729.7093048,1.8920657634735107,1.8754639625549316,39.509525299072266,0.031240066116555106
83,1751029729.7179363,1.9041798114776611,1.9060044288635254,39.512516021728516,0.0313905956377121
84,1751029729.7303624,1.915681540966034,1.9060044288635254,39.516658782958984,0.03144062298800339
85,1751029729.7392466,1.9266083240509033,1.9060044288635254,39.51957321166992,0.03143987123607805
86,1751029729.7481816,1.9372981190681458,1.9326391220092773,39.52294921875,0.03127592561637649
87,1751029729.7606936,1.9477410912513733,1.9326391220092773,39.52616882324219,0.03129774711723884
88,1751029729.7681787,1.957895040512085,1.9326391220092773,39.529544830322266,0.03136621459301495
