,time,now_force,goal_force,now_pos,k
0,1751267771.255231,1.0361131429672241,1.0,41.5064582824707,0.005436906436303605
1,1751267771.2582223,1.0346509218215942,1.036113977432251,41.50975799560547,0.005436906436303605
2,1751267771.268273,1.0345822274684906,1.0461835861206055,41.51313400268555,0.005473431246774807
3,1751267771.2779572,1.035572588443756,1.056001901626587,41.519649505615234,0.0055703904902613885
4,1751267771.2885194,1.0396088361740112,1.065903902053833,41.52686309814453,0.0057442474373289995
5,1751267771.2982285,1.050957977771759,1.0758795738220215,41.5345344543457,0.0059762496955492244
6,1751267771.308619,1.0721491575241089,1.085323452949524,41.54104995727539,0.006223961640056802
7,1751267771.31854,1.1020377576351166,1.095447301864624,41.5481071472168,0.006407229538551122
8,1751267771.3279858,1.1358968019485474,1.095447301864624,41.5524787902832,0.006573696526102259
9,1751267771.3380291,1.1679064631462097,1.108180046081543,41.55478286743164,0.006776922576617033
10,1751267771.3482335,1.193057119846344,1.1174932718276978,41.5551643371582,0.007110125094345955
11,1751267771.35963,1.2076401710510254,1.1281071901321411,41.55501174926758,0.007773929479442609
12,1751267771.3685007,1.2116721272468567,1.1387039422988892,41.55470275878906,0.008833694734623348
13,1751267771.3805187,1.2084081172943115,1.1487839221954346,41.55470275878906,0.009193916569754764
14,1751267771.388788,1.201894760131836,1.1487839221954346,41.55501174926758,0.009669178233091788
15,1751267771.3999426,1.1952202916145325,1.158759355545044,41.55654525756836,0.010447865878532608
16,1751267771.4111474,1.1905639171600342,1.1716547012329102,41.5596923828125,0.011012881536773099
17,1751267771.4187572,1.1901211738586426,1.1716547012329102,41.56490707397461,0.011416872924111414
18,1751267771.435104,1.1961727142333984,1.185774564743042,41.5714225769043,0.011830056237169023
19,1751267771.4386237,1.2100090384483337,1.1951916217803955,41.577022552490234,0.012083665603686495
20,1751267771.4484231,1.2307825088500977,1.2059391736984253,41.58331298828125,0.012355401582380346
21,1751267771.4586532,1.2564665079116821,1.2201918363571167,41.58653259277344,0.012576312840157935
22,1751267771.4722567,1.28256756067276,1.2201918363571167,41.588836669921875,0.012766740638173391
